State,IHE,Program Title,Level of Degree,Format,Alternate Route to Certification,Category of Credentialling,URL for Program
Illinois,Saint Xavier University,Bachelor of Science in Early Childhood Education with Early Childhood Special Education Letter of Approval,Bachelors,In Person,No,Dual,https://www.sxu.edu/catalog/current/undergraduate/ans/early-childhood-education.asp
Illinois,Southern Illinois University-Carbondale,B.S. Special Education with Early Childhood Special Education approval,Bachelors,In Person,No,ECSE,https://ehs.siu.edu/academics/undergraduate/special-education/index.html
Illinois,Southern Illinois University-Edwardsville,Southern Illinois University-Edwardsville with ECSE approval,Bachelors,In Person,No,ECSE,https://www.siue.edu/academics/undergraduate/degrees-and-programs/special-education/index.shtml
Illinois,Governors State University,Early Childhood Education: Post-BAC – EC SPED Approval,Post Bac. Certificate,In Person,No,ECSE,https://www.govst.edu/earlychildhoodeducation/postbac/ecsped/
Illinois,Concordia University-Chicago,Early Childhood Special Education (MA),Masters,Hybrid,No,ECSE,https://catalog.cuchicago.edu/graduate/master-arts-degree-programs/early-childhood-special-education-ma/#text
Illinois,DePaul University,Developmental Therapy Option: Early Childhood Education (MA) Online with letter of approval in early childhood special education,Masters,Online,No,Dual,https://catalog.depaul.edu/programs/teaching-learning-early-childhood-education-ma/#text
Illinois,DePaul University,Developmental Therapy Option: Early Childhood Education (MEd) Online with letter of approval in early childhood special education,Masters,Online,No,Dual,https://catalog.depaul.edu/programs/teaching-learning-early-childhood-education-ma/#degreerequirementstext
Illinois,DePaul University,Early Childhood Education (MA) Online with letter of approval in early childhood special education,Masters,Online,No,Dual,https://catalog.depaul.edu/programs/teaching-learning-early-childhood-education-ma/
Illinois,DePaul University,Early Childhood Education (MEd) Online with letter of approval in early childhood special education,Masters,Online,No,Dual,https://catalog.depaul.edu/programs/teaching-learning-early-childhood-education-ma/
Illinois,DePaul University,Infant/Toddler Concentration: Early Childhood Education (MA) Online with letter of approval in early childhood special education,Masters,Online,No,Dual,https://catalog.depaul.edu/programs/teaching-learning-early-childhood-education-ma/#degreerequirementstext
Illinois,DePaul University,Infant/Toddler Concentration: Early Childhood Education (MEd) Online with letter of approval in early childhood special education,Masters,Online,No,Dual,https://catalog.depaul.edu/programs/teaching-learning-early-childhood-education-ma/#degreerequirementstext
Illinois,Erikson Institute,"Master of Science in Early Childhood Education (with Early Childhood, English as a Second Language/ Bilingual, and Special Education endorsements)",Masters,Hybrid,No,ECSE,https://www.erikson.edu/academics/graduate-education/masters-degrees/early-childhood-education/
Illinois,Governors State University,Early Childhood Education: Master of Arts – Initial Licensure,Masters,Online,No,Dual,https://www.govst.edu/earlychildhoodeducation/ma/licensure/
Illinois,Governors State University,Early Childhood Education: Master of Arts – Initial Licensure (Incumbent Workforce),Masters,Hybrid,Yes,Dual,https://www.govst.edu/earlychildhoodeducation/ma/licensureincumbent/
Illinois,Lewis University,Master of Arts (M.A.) Early Childhood Education-Early Childhood Special Education dual licensure with English as a Second Language endorsement requirements,Masters,In Person,No,Dual,http://lewisu.smartcatalogiq.com/Graduate-2022-2023/Graduate-Catalog/NEW-College-of-Education-Social-Sciences-and-Human-Services/College-of-Education/Department-of-Elementary-Education/Early-Childhood-Education
Illinois,National Louis University,M.Ed. in Special Education with Early Childhood Special Education Approval,Masters,Hybrid,No,ECSE,https://nl.smartcatalogiq.com/Current/Undergraduate-and-Graduate-Catalog/National-College-of-Education/National-College-of-EducationGraduate/Special-Education/Special-Education-MEd/Special-Education-MEd-Traditional
Illinois,Northern Illinois University,Master of Science in Education in Early Childhood Education,Masters,In Person,No,Dual,https://catalog.niu.edu/preview_program.php?catoid=58&poid=15457&hl=%22Early+Childhood+Education%22&returnto=search
Illinois,Northern Illinois University,Master of Science in Education in Early Childhood Education [non-licensure],Masters,In Person,No,ECSE,https://catalog.niu.edu/preview_program.php?catoid=58&poid=15457&returnto=2992
Illinois,Roosevelt University,"Early Childhood Education, MA with Early Childhood Special Education Approval (blended)",Masters,In Person,No,Dual,https://catalog.roosevelt.edu/graduate/humanities-education-social-sciences/education/early-childhood-ma/#text
Illinois,University of Illinois Chicago,MEd Early Childhood Education (with Early Childhood Special Education Approval),Masters,In Person,No,Dual,https://education.uic.edu/academics/masters-programs/early-childhood-education/
Illinois,University of Illinois Urbana-Champaign,"Special Education, MS with ECSE",Masters,In Person,No,ECSE,http://catalog.illinois.edu/graduate/education/special-education-ms/
Illinois,Chicago State University,Early Childhood Special Education Letter of Approval,State Certification or Credential Only,Hybrid,No,ECSE,https://www.csu.edu/collegeofeducation/specialty-programs/earlychildhoodsped.htm
Illinois,City Colleges of Chicago-Harry S Truman College,letter of approval for Early Childhood Special Education,State Certification or Credential Only,In Person,No,ECSE,https://catalog.ccc.edu/academic-program-requirements/early-childhood-special-education-endorsement-basic-certificate/
Illinois,Concordia University-Chicago,Early Childhood Special Education Approval,State Certification or Credential Only,In Person,No,ECSE,https://catalog.cuchicago.edu/graduate/endorsements-approvals-certificates/approvals/early-childhood-special-education-approval/#programrequirementstext
Illinois,DePaul University,Approval in ECE Special Education,State Certification or Credential Only,In Person,No,ECSE,https://catalog.depaul.edu/programs/early-childhood-education-bs/#majorrequirementstext
Illinois,Lewis University,Early Childhood Special Education Letter of Approval,State Certification or Credential Only,In Person,No,ECSE,http://lewisu.smartcatalogiq.com/Graduate-2022-2023/Graduate-Catalog/NEW-College-of-Education-Social-Sciences-and-Human-Services/College-of-Education/Department-of-Elementary-Education/Early-Childhood-Letter-of-Approval
Illinois,National Louis University,Early Childhood Special Education Approval,State Certification or Credential Only,Hybrid,No,ECSE,https://nl.smartcatalogiq.com/Current/Undergraduate-and-Graduate-Catalog/National-College-of-Education/Non-Degree-Endorsement-Offerings/Early-Childhood-Special-Education-Approval
Illinois,Northern Illinois University,Special Education Approval in Early Childhood (pre-kindergarten only),State Certification or Credential Only,In Person,No,ECSE,https://www.cedu.niu.edu/seed/graduate-programs/approval-early-childhood.shtml
Illinois,Rockford University,EARLY CHILDHOOD SPECIAL EDUCATION APPROVAL,State Certification or Credential Only,In Person,No,ECSE,https://rockford.smartcatalogiq.com/2022-2023/undergraduate-academic-catalog/undergraduate-academic-programs/education/early-childhood-education/early-childhood-special-education-approval/
Illinois,Saint Xavier University,Early Childhood Special Education Letter of Approval,State Certification or Credential Only,In Person,No,ECSE,https://www.sxu.edu/catalog/current/graduate/ans/edu/special-education.asp
Illinois,University of Illinois Chicago,Early Childhood Special Education Approval,State Certification or Credential Only,In Person,No,ECSE,https://education.uic.edu/academics/licensure-endorsements-credentials/endorsements/early-childhood-special-education-endorsement/
Indiana,Anderson University,Special Education Minor - Exceptional Needs: Mild Intervention P-12* (Available to Elementary and Secondary Ed. Majors),Bachelors,In Person,No,ECSE,https://anderson.edu/academics/education-minors/
Indiana,Ball State University,"B.A., Early Childhood and Early Childhood Special Education Dual Major",Bachelors,In Person,No,Dual,https://bsu.smartcatalogiq.com/2022-2023/Undergraduate-Catalog/Teachers-College/Interdepartmental-Programs/Dual-Major-in-Early-Childhood-and-Early-Childhood-Special-Education-BABS
Indiana,Ball State University,"B.A. or B.S., Exceptional Needs: Early Childhood Special Education Major",Bachelors,In Person,No,ECSE,https://bsu.smartcatalogiq.com/2022-2023/Undergraduate-Catalog/Teachers-College/Special-Education/Teaching-Major-in-Exceptional-Needs-Early-Childhood-Special-Education-BABS
Indiana,Ball State University,Teaching Major in Exceptional Needs: Intense Interventions (BA/BS),Bachelors,In Person,No,ECSE,https://www.bsu.edu/academics/collegesanddepartments/special-education/academic-programs/bachelors/intense-interventions
Indiana,Ball State University,Teaching Major in Exceptional Needs: Mild Interventions (ECE) (BA/BS),Bachelors,In Person,No,ECSE,https://bsu.smartcatalogiq.com/2021-2022/Undergraduate-Catalog/Teachers-College/Special-Education/Teaching-Major-in-Exceptional-Needs-Intense-Interventions-BABS
Indiana,"Grace College and Theological Seminary, Winona Lake",Teaching All Learners (TAL—dual program in Elementary Education and Special,Bachelors,In Person,No,ECSE,https://online.grace.edu/programs/intense-intervention-graduate-licensure-program/
Indiana,Huntington University,Major in Elementary and Special Education with Dual Licensure in Elementary and Special Needs: Mild Intervention,Bachelors,In Person,No,Dual,https://www.huntington.edu/education/programs/special-education
Indiana,Indiana State University,Special Education BS,Bachelors,In Person,No,ECSE,https://www.indstate.edu/academics/undergraduate/majors/special-education
Indiana,Indiana University-Bloomington,B.S.Ed. Early Childhood Education with concentration in Special Education,Bachelors,In Person,No,Dual,https://education.indiana.edu/programs/undergraduate/majors/early-childhood-education.html
Indiana,Indiana University-Kokomo,Exceptional Needs - Minor Mild Intervention License (Available to Elementary or Secondary Education Bachelor degrees),Bachelors,In Person,No,Dual,https://bulletins.iu.edu/iuk/2020-2021/majors-minors/school-of-education/exceptional-learners-mild-intervention.shtml
Indiana,Indiana University-Northwest,B. S Elementary/ Special Education,Bachelors,In Person,No,Dual,https://northwest.iu.edu/education/initial-programs/elementary-special-edu-initial.html
Indiana,Indiana University-Purdue University-Columbus,B.S. Elementary - Special Education,Bachelors,In Person,No,ECSE,https://www.iupuc.edu/education/elementary/special-education/index.html
